"SessionID","Configuration Name","Observer","DeviceID","Edited","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Subject Type","Focal Name","Group Count","All Occurrence Value","All Occurrence Behavior Social Modifier","All Occurrence Comment","Question: Observer_16","Question: Enclosure_17"
"11","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-21 12:16:35","2020-08-21 12:18:11","2020-08-21 12:16:37","2020-08-21","12:16:37","2020","8","12","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Bimbo","","Socializing","","","Paul","outdoors"
"11","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-21 12:16:35","2020-08-21 12:18:11","2020-08-21 12:17:20","2020-08-21","12:17:20","2020","8","12","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Dokana","","Socializing","","","Paul","outdoors"
"20","LAAC Orangutans","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:13:51","2020-08-24 12:14:41","2020-08-24 12:13:57","2020-08-24","12:13:57","2020","8","12","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Dokana","","Socializing","","","Lara","outdoors"
"20","LAAC Orangutans","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:13:51","2020-08-24 12:14:41","2020-08-24 12:14:01","2020-08-24","12:14:01","2020","8","12","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Padana","","Socializing","","","Lara","outdoors"
"20","LAAC Orangutans","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:13:51","2020-08-24 12:14:41","2020-08-24 12:14:13","2020-08-24","12:14:13","2020","8","12","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Pini","","Socializing","","","Lara","outdoors"
"20","LAAC Orangutans","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:13:51","2020-08-24 12:14:41","2020-08-24 12:14:17","2020-08-24","12:14:17","2020","8","12","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Bimbo","","Socializing","","","Lara","outdoors"
"20","LAAC Orangutans","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:13:51","2020-08-24 12:14:41","2020-08-24 12:14:29","2020-08-24","12:14:29","2020","8","12","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Raja","","Socializing","","","Lara","outdoors"
"20","LAAC Orangutans","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:13:51","2020-08-24 12:14:41","2020-08-24 12:14:34","2020-08-24","12:14:34","2020","8","12","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Sari","","Socializing","","","Lara","outdoors"
"26","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-25 13:18:38","2020-08-25 13:21:07","2020-08-25 13:18:39","2020-08-25","13:18:39","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Pini","","Socializing","","","Paul","outdoors"
"26","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-25 13:18:38","2020-08-25 13:21:07","2020-08-25 13:18:50","2020-08-25","13:18:50","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Dokana","","Socializing","","","Paul","outdoors"
"26","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-25 13:18:38","2020-08-25 13:21:07","2020-08-25 13:19:00","2020-08-25","13:19:00","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Raja","","Socializing","","","Paul","outdoors"
"26","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-25 13:18:38","2020-08-25 13:21:07","2020-08-25 13:20:44","2020-08-25","13:20:44","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Bimbo","","Socializing","","","Paul","outdoors"
"26","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-25 13:18:38","2020-08-25 13:21:07","2020-08-25 13:21:00","2020-08-25","13:21:00","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Padana","","Invisible","","","Paul","outdoors"
"26","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-25 13:18:38","2020-08-25 13:21:07","2020-08-25 13:21:03","2020-08-25","13:21:03","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Sari","","Invisible","","","Paul","outdoors"
"31","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-26 13:06:34","2020-08-26 13:07:21","2020-08-26 13:06:36","2020-08-26","13:06:36","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Bimbo","","Socializing","","","Lara","outdoors"
"31","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-26 13:06:34","2020-08-26 13:07:21","2020-08-26 13:06:43","2020-08-26","13:06:43","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Dokana","","Socializing","","","Lara","outdoors"
"31","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-26 13:06:34","2020-08-26 13:07:21","2020-08-26 13:06:59","2020-08-26","13:06:59","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Padana","","Invisible","","","Lara","outdoors"
"31","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-26 13:06:34","2020-08-26 13:07:21","2020-08-26 13:07:01","2020-08-26","13:07:01","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Pini","","Socializing","","","Lara","outdoors"
"31","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-26 13:06:34","2020-08-26 13:07:21","2020-08-26 13:07:07","2020-08-26","13:07:07","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Raja","","Socializing","","","Lara","outdoors"
"31","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-26 13:06:34","2020-08-26 13:07:21","2020-08-26 13:07:13","2020-08-26","13:07:13","2020","8","13","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Sari","","Socializing","","","Lara","outdoors"
"36","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-27 14:15:18","2020-08-27 14:16:41","2020-08-27 14:15:22","2020-08-27","14:15:22","2020","8","14","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Bimbo","","Socializing","","","Hanna","outdoors"
"36","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-27 14:15:18","2020-08-27 14:16:41","2020-08-27 14:15:27","2020-08-27","14:15:27","2020","8","14","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Dokana","","Socializing","","","Hanna","outdoors"
"36","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-27 14:15:18","2020-08-27 14:16:41","2020-08-27 14:15:33","2020-08-27","14:15:33","2020","8","14","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Padana","","Socializing","","","Hanna","outdoors"
"36","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-27 14:15:18","2020-08-27 14:16:41","2020-08-27 14:15:52","2020-08-27","14:15:52","2020","8","14","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Pini","","Socializing","Raja","","Hanna","outdoors"
"36","LAAC Orangutans","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-27 14:15:18","2020-08-27 14:16:41","2020-08-27 14:16:18","2020-08-27","14:16:18","2020","8","14","Bimbo,Dokana,Padana,Pini,Raja,Sari","20.00","","600x600","","All Occurrence","Individual","Raja","","Socializing","Pini","","Hanna","outdoors"
