"SessionID","Configuration Name","Observer","DeviceID","Edited","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Subject Type","Focal Name","Group Count","All Occurrence Value","All Occurrence Behavior Social Modifier","All Occurrence Comment","Question: Observer_22","Question: Enclosure_23"
"12","LAAC B-Chimps","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-21 12:19:59","2020-08-21 12:21:23","2020-08-21 12:20:01","2020-08-21","12:20:01","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Alex","","Socializing","","","Paul","outdoors"
"12","LAAC B-Chimps","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-21 12:19:59","2020-08-21 12:21:23","2020-08-21 12:20:10","2020-08-21","12:20:10","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Daza","","Socializing","Hope","","Paul","outdoors"
"12","LAAC B-Chimps","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-21 12:19:59","2020-08-21 12:21:23","2020-08-21 12:20:53","2020-08-21","12:20:53","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Frederike","","Socializing","Jeudi","","Paul","outdoors"
"12","LAAC B-Chimps","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-21 12:19:59","2020-08-21 12:21:23","2020-08-21 12:21:00","2020-08-21","12:21:00","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Hope","","Socializing","Daza","","Paul","outdoors"
"12","LAAC B-Chimps","Daniel Hanus","0033ded6-a9dd-4895-886b-c00f84eb341e","No","2020-08-21 12:19:59","2020-08-21 12:21:23","2020-08-21 12:21:09","2020-08-21","12:21:09","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Jeudi","","Socializing","Frederike","","Paul","outdoors"
"19","LAAC B-Chimps","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:16:05","2020-08-24 12:17:18","2020-08-24 12:16:06","2020-08-24","12:16:06","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Daza","","Socializing","","","Lara","outdoors"
"19","LAAC B-Chimps","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:16:05","2020-08-24 12:17:18","2020-08-24 12:16:11","2020-08-24","12:16:11","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Frederike","","Socializing","","","Lara","outdoors"
"19","LAAC B-Chimps","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:16:05","2020-08-24 12:17:18","2020-08-24 12:16:17","2020-08-24","12:16:17","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Hope","","Socializing","","","Lara","outdoors"
"19","LAAC B-Chimps","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:16:05","2020-08-24 12:17:18","2020-08-24 12:16:22","2020-08-24","12:16:22","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Jeudi","","Socializing","","","Lara","outdoors"
"19","LAAC B-Chimps","Daniel Hanus","ee21a853-65b4-450d-98bc-033d00df8429","No","2020-08-24 12:16:05","2020-08-24 12:17:18","2020-08-24 12:17:09","2020-08-24","12:17:09","2020","8","12","Alex,Daza,Frederike,Hope,Jeudi,Zira","20.00","","600x600","","All Occurrence","Individual","Zira","","Socializing","","","Lara","outdoors"
